Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units","Bulk GTIN"
Nashville,Weekly,"2021-01-10 00:00:00",Organic,1.452333071,16696.51,19.88,1315.28,0.00,7110.65,,,,8250.70
"Northern New England",Weekly,"2021-01-10 00:00:00",Organic,1.794609081,18415.05,112.91,700.14,0.00,15599.05,,,,2002.95
"New Orleans/Mobile",Weekly,"2021-01-10 00:00:00",Organic,1.017596628,14060.77,46.83,0.00,0.00,13453.84,,,,560.10
"New York",Weekly,"2021-01-10 00:00:00",Organic,1.423415096,164443.55,10276.98,7571.50,18.65,138380.10,,,,8196.33
Orlando,Weekly,"2021-01-10 00:00:00",Organic,1.029252164,30005.57,77.93,0.00,0.00,29665.75,,,,261.89
Peoria/Springfield,Weekly,"2021-01-10 00:00:00",Organic,1.524457674,4149.30,17.41,570.68,0.00,2572.39,,,,988.82
Philadelphia,Weekly,"2021-01-10 00:00:00",Organic,1.407619973,39301.85,1671.82,1801.64,0.00,32241.35,,,,3587.04
Phoenix/Tucson,Weekly,"2021-01-10 00:00:00",Organic,1.287882471,39270.47,2726.18,5253.49,0.00,18219.21,,,,13071.58
Pittsburgh,Weekly,"2021-01-10 00:00:00",Organic,1.358288865,12365.53,1884.25,1.41,0.00,9589.83,,,,890.03
Portland,Weekly,"2021-01-10 00:00:00",Organic,1.774679798,43267.23,1243.81,9787.81,0.00,5880.92,,,,26354.69
Providence,Weekly,"2021-01-10 00:00:00",Organic,1.961955992,4123.71,64.78,7.80,0.00,4047.23,,,,3.90
Raleigh/Greensboro,Weekly,"2021-01-10 00:00:00",Organic,1.463213963,25173.89,841.96,3179.79,82.39,10747.81,,,,10321.93
Richmond/Norfolk,Weekly,"2021-01-10 00:00:00",Organic,1.046260409,31119.70,11.79,1497.18,4.38,22651.76,,,,6954.61
Roanoke,Weekly,"2021-01-10 00:00:00",Organic,1.179400687,13445.05,26.13,1536.27,0.00,8049.63,,,,3833.02
Sacramento,Weekly,"2021-01-10 00:00:00",Organic,1.779693444,22392.81,2878.22,2967.12,0.00,13121.23,,,,3426.24
"San Diego",Weekly,"2021-01-10 00:00:00",Organic,1.829584230,33805.12,1226.44,1086.62,7.16,15220.77,,,,16264.13
"San Francisco",Weekly,"2021-01-10 00:00:00",Organic,1.804813596,78352.04,2544.17,5650.45,9.40,48359.84,,,,21788.17
Seattle,Weekly,"2021-01-10 00:00:00",Organic,1.943653183,61154.78,1017.08,11759.78,5.62,13876.84,,,,34495.45
"South Carolina",Weekly,"2021-01-10 00:00:00",Organic,1.371181310,27405.09,777.29,2559.16,112.69,16377.58,,,,7578.37
Spokane,Weekly,"2021-01-10 00:00:00",Organic,1.862973460,4997.12,152.63,1234.30,0.00,873.73,,,,2736.46
"St. Louis",Weekly,"2021-01-10 00:00:00",Organic,1.797381640,6561.40,750.94,916.92,0.00,3568.14,,,,1325.40
Syracuse,Weekly,"2021-01-10 00:00:00",Organic,1.576451484,5682.57,297.97,154.41,0.00,5139.90,,,,90.29
Tampa,Weekly,"2021-01-10 00:00:00",Organic,0.908717199,29880.27,101.84,0.00,0.00,29616.74,,,,161.70
Toledo,Weekly,"2021-01-10 00:00:00",Organic,1.505291235,4782.33,52.65,692.06,0.00,1838.35,,,,2199.28
"West Tex/New Mexico",Weekly,"2021-01-10 00:00:00",Organic,1.027416702,93462.27,1130.71,6976.39,49507.87,16561.26,,,,19286.05
Wichita,Weekly,"2021-01-10 00:00:00",Organic,1.380788128,3497.01,376.71,10.94,0.00,974.53,,,,2134.82
California,Weekly,"2021-01-10 00:00:00",Organic,1.810751702,331679.18,19682.39,19069.43,34.25,151325.44,,,,141567.66
"Great Lakes",Weekly,"2021-01-10 00:00:00",Organic,1.499065090,177313.35,5910.94,16457.80,0.00,90923.95,,,,64020.67
Midsouth,Weekly,"2021-01-10 00:00:00",Organic,1.340853605,265461.37,2560.66,22561.88,183.15,171585.51,,,,68570.16
Northeast,Weekly,"2021-01-10 00:00:00",Organic,1.488627563,387107.47,17779.37,22419.04,31.49,330018.34,,,,16859.24
Plains,Weekly,"2021-01-10 00:00:00",Organic,1.374687990,52136.03,8105.45,2168.16,13.74,34838.98,,,,7009.69
"South Central",Weekly,"2021-01-10 00:00:00",Organic,1.195924349,209537.73,14618.84,6705.12,49464.05,100385.17,,,,38364.55
Southeast,Weekly,"2021-01-10 00:00:00",Organic,1.149331936,247939.42,1928.51,8563.85,127.96,204132.31,,,,33186.79
West,Weekly,"2021-01-10 00:00:00",Organic,1.479339499,375783.51,19776.35,44448.33,24606.67,106184.54,,,,180767.63
"Total U.S.",Weekly,"2021-01-10 00:00:00",Organic,1.446895649,2046958.06,90362.52,142393.62,74461.30,1189394.22,,,,550346.40
Albany,Weekly,"2021-01-17 00:00:00",Conventional,1.282429484,137768.36,6731.51,97866.24,35.19,26561.74,,,,6573.68
Atlanta,Weekly,"2021-01-17 00:00:00",Conventional,0.858344057,828572.83,321130.25,30612.43,38.23,209725.54,,,,267066.38
Baltimore/Washington,Weekly,"2021-01-17 00:00:00",Conventional,1.163868347,1073519.32,254348.42,335621.82,3600.72,388151.39,,,,91796.97
Birmingham/Montgomery,Weekly,"2021-01-17 00:00:00",Conventional,0.807225630,357610.40,166189.98,9569.24,24.43,118042.04,,,,63784.71
Boise,Weekly,"2021-01-17 00:00:00",Conventional,1.014881291,140926.58,31406.53,11615.09,1066.88,31039.18,,,,65798.90
Boston,Weekly,"2021-01-17 00:00:00",Conventional,1.261541082,764873.05,18264.26,392203.50,138.87,258091.01,,,,96175.41
Buffalo/Rochester,Weekly,"2021-01-17 00:00:00",Conventional,1.035947385,230743.72,26379.23,61705.85,2722.64,134299.86,,,,5636.14
Charlotte,Weekly,"2021-01-17 00:00:00",Conventional,1.071249390,352969.28,133366.57,51035.06,3801.09,133130.42,,,,31636.14
Chicago,Weekly,"2021-01-17 00:00:00",Conventional,1.130640636,1056035.08,110412.51,211522.42,41351.69,236076.45,,,,456672.00
Cincinnati/Dayton,Weekly,"2021-01-17 00:00:00",Conventional,0.923954739,356654.31,52591.65,76819.19,3009.94,35060.39,,,,189173.14
Columbus,Weekly,"2021-01-17 00:00:00",Conventional,0.837463108,298291.45,54790.65,58331.87,418.22,44677.44,,,,140073.26
"Dallas/Ft. Worth",Weekly,"2021-01-17 00:00:00",Conventional,0.691865881,1590449.98,604627.11,155013.25,15894.39,456482.62,,,,358432.62
Denver,Weekly,"2021-01-17 00:00:00",Conventional,0.895995312,1232123.11,200187.12,131045.16,2250.69,251775.79,,,,646864.36
Detroit,Weekly,"2021-01-17 00:00:00",Conventional,0.898201131,628474.62,87132.25,107505.97,136920.00,95026.09,,,,201890.30
"Grand Rapids",Weekly,"2021-01-17 00:00:00",Conventional,1.001784480,291492.34,17451.50,84575.23,133189.32,33926.59,,,,22349.69
Harrisburg/Scranton,Weekly,"2021-01-17 00:00:00",Conventional,1.022627114,411280.92,151377.67,111450.99,109.35,139592.51,,,,8750.39
Hartford/Springfield,Weekly,"2021-01-17 00:00:00",Conventional,1.217015141,392060.95,11169.23,279137.70,165.78,97240.89,,,,4347.35
Houston,Weekly,"2021-01-17 00:00:00",Conventional,0.759499011,1132069.77,485452.63,203602.96,2351.13,211178.87,,,,229484.18
Indianapolis,Weekly,"2021-01-17 00:00:00",Conventional,0.845567337,314830.30,51808.69,91430.22,1782.65,64501.28,,,,105307.47
Jacksonville,Weekly,"2021-01-17 00:00:00",Conventional,0.824781122,241056.64,90824.15,10056.51,77.74,79305.13,,,,60793.11
"Las Vegas",Weekly,"2021-01-17 00:00:00",Conventional,0.926135090,385274.82,54145.13,27934.43,71.79,139536.81,,,,163586.66
"Los Angeles",Weekly,"2021-01-17 00:00:00",Conventional,1.143124868,3249896.60,829750.37,60560.59,170080.20,734265.58,,,,1455239.86
Louisville,Weekly,"2021-01-17 00:00:00",Conventional,0.946470458,137954.49,22498.25,20885.39,38.86,41844.93,,,,52687.07
"Miami/Ft. Lauderdale",Weekly,"2021-01-17 00:00:00",Conventional,0.846461093,1090658.50,498566.96,40388.72,106.76,295857.66,,,,255738.40
Nashville,Weekly,"2021-01-17 00:00:00",Conventional,0.852066851,314129.30,108710.93,19017.42,5.05,95583.46,,,,90812.44
"Northern New England",Weekly,"2021-01-17 00:00:00",Conventional,1.125189622,553072.59,15763.13,370337.91,84.95,112486.29,,,,54400.31
"New Orleans/Mobile",Weekly,"2021-01-17 00:00:00",Conventional,0.725570363,376501.46,153233.91,24291.95,47.82,140320.50,,,,58607.28
"New York",Weekly,"2021-01-17 00:00:00",Conventional,1.088377914,2164305.50,64202.32,1250993.30,831.01,781603.24,,,,66675.63
Orlando,Weekly,"2021-01-17 00:00:00",Conventional,0.797889062,634343.38,239496.26,15964.35,78.57,247868.82,,,,130935.38
Peoria/Springfield,Weekly,"2021-01-17 00:00:00",Conventional,0.834423503,157539.88,35007.34,42157.30,472.37,40874.78,,,,39028.09
Philadelphia,Weekly,"2021-01-17 00:00:00",Conventional,1.017590329,682797.01,132526.61,251253.04,343.35,250813.18,,,,47860.83
Phoenix/Tucson,Weekly,"2021-01-17 00:00:00",Conventional,0.750780479,1421414.99,530393.83,146661.94,4423.20,198597.77,,,,541338.26
Pittsburgh,Weekly,"2021-01-17 00:00:00",Conventional,0.936475095,161052.64,45213.43,12936.85,34.16,44372.70,,,,58495.50
Portland,Weekly,"2021-01-17 00:00:00",Conventional,0.917613423,895991.83,116674.42,106821.75,4930.61,164959.32,,,,502605.72
Providence,Weekly,"2021-01-17 00:00:00",Conventional,1.304400617,106876.60,3250.59,57517.61,31.31,32706.14,,,,13370.95
Raleigh/Greensboro,Weekly,"2021-01-17 00:00:00",Conventional,0.997757585,458605.74,180347.42,71211.68,3966.46,170708.30,,,,32371.88
Richmond/Norfolk,Weekly,"2021-01-17 00:00:00",Conventional,1.020840672,326821.08,86382.91,68507.28,768.37,89373.05,,,,81789.47
Roanoke,Weekly,"2021-01-17 00:00:00",Conventional,0.925562826,206065.16,61244.91,28984.96,31.02,51255.79,,,,64548.48
Sacramento,Weekly,"2021-01-17 00:00:00",Conventional,1.293970970,514478.98,127772.01,187924.58,3178.62,111375.09,,,,84228.68
"San Diego",Weekly,"2021-01-17 00:00:00",Conventional,1.216845242,565658.26,106507.00,26632.92,19381.84,112231.85,,,,300904.66
"San Francisco",Weekly,"2021-01-17 00:00:00",Conventional,1.481883550,840029.25,187959.31,208364.20,7139.81,156248.55,,,,280317.38
Seattle,Weekly,"2021-01-17 00:00:00",Conventional,1.150642878,694277.62,75297.59,94986.90,278.78,73494.52,,,,450219.84
"South Carolina",Weekly,"2021-01-17 00:00:00",Conventional,0.933744723,544854.28,203967.58,48220.28,1376.24,175486.83,,,,115803.34
Spokane,Weekly,"2021-01-17 00:00:00",Conventional,0.982086539,97731.37,18707.00,13148.00,24.83,14276.25,,,,51575.29
"St. Louis",Weekly,"2021-01-17 00:00:00",Conventional,0.881467468,230310.16,96123.83,12261.55,56.46,75645.69,,,,46222.63
Syracuse,Weekly,"2021-01-17 00:00:00",Conventional,1.121118971,101853.19,9531.44,41747.42,673.05,44688.04,,,,5213.25
Tampa,Weekly,"2021-01-17 00:00:00",Conventional,0.803219352,669130.70,258190.70,21119.35,32.80,208585.01,,,,181202.84
Toledo,Weekly,"2021-01-17 00:00:00",Conventional,0.840323615,183471.04,26526.79,39593.65,23525.82,28847.82,,,,64976.96
"West Tex/New Mexico",Weekly,"2021-01-17 00:00:00",Conventional,0.669383568,1011455.45,322900.82,103526.76,9642.98,399296.81,,,,176088.09
Wichita,Weekly,"2021-01-17 00:00:00",Conventional,0.715242008,116713.67,32042.97,4304.96,4.37,37927.11,,,,42434.27
California,Weekly,"2021-01-17 00:00:00",Conventional,1.221774373,6564907.82,1663400.07,770165.40,225330.28,1375630.52,,,,2530381.55
"Great Lakes",Weekly,"2021-01-17 00:00:00",Conventional,0.940249749,5124476.60,729013.41,1190384.30,548427.54,928567.03,,,,1728084.31
Midsouth,Weekly,"2021-01-17 00:00:00",Conventional,1.007753364,4263386.86,1331064.97,796044.80,14854.99,1393365.65,,,,728056.46
Northeast,Weekly,"2021-01-17 00:00:00",Conventional,1.112925786,6211663.95,523746.51,3199526.73,7324.42,2079668.19,,,,401398.10
Plains,Weekly,"2021-01-17 00:00:00",Conventional,0.859684495,2277500.29,676015.66,611130.23,1551.24,681672.53,,,,307130.65
"South Central",Weekly,"2021-01-17 00:00:00",Conventional,0.694374905,6459681.34,2791187.82,735173.22,112785.81,1745099.12,,,,1075435.37
Southeast,Weekly,"2021-01-17 00:00:00",Conventional,0.832986371,5866774.67,2389384.37,236216.07,2312.89,1798784.66,,,,1440076.68
West,Weekly,"2021-01-17 00:00:00",Conventional,0.884671285,8096256.58,1853292.02,872107.57,22407.52,1651035.50,,,,3697413.97
"Total U.S.",Weekly,"2021-01-17 00:00:00",Conventional,0.948219379,44864648.10,11957104.81,8410748.32,934994.69,11653823.19,,,,11907977.09
Albany,Weekly,"2021-01-17 00:00:00",Organic,1.528297276,3612.42,136.88,372.95,0.00,2878.91,,,,223.68
Atlanta,Weekly,"2021-01-17 00:00:00",Organic,1.592872040,34340.43,63.12,2977.82,0.00,14590.62,,,,16708.86
Baltimore/Washington,Weekly,"2021-01-17 00:00:00",Organic,1.312893135,77379.20,752.27,3676.14,3.45,68853.86,,,,4093.48
Birmingham/Montgomery,Weekly,"2021-01-17 00:00:00",Organic,1.211355276,12070.29,39.41,267.86,0.00,10897.39,,,,865.62
Boise,Weekly,"2021-01-17 00:00:00",Organic,1.585661798,5998.73,16.54,680.38,0.00,1843.80,,,,3458.00
Boston,Weekly,"2021-01-17 00:00:00",Organic,1.857638003,36991.54,164.05,1691.22,0.00,33951.18,,,,1185.09
Buffalo/Rochester,Weekly,"2021-01-17 00:00:00",Organic,1.649391939,15853.42,977.88,88.97,10.01,14776.56,,,,0.00
Charlotte,Weekly,"2021-01-17 00:00:00",Organic,1.461281140,19814.15,76.65,2924.42,21.95,9334.04,,,,7457.08
Chicago,Weekly,"2021-01-17 00:00:00",Organic,1.765424705,45530.07,629.36,3470.91,0.00,19187.66,,,,22242.15
Cincinnati/Dayton,Weekly,"2021-01-17 00:00:00",Organic,1.619207663,16290.01,516.54,2348.24,0.00,2369.59,,,,11055.65
Columbus,Weekly,"2021-01-17 00:00:00",Organic,1.582345908,11800.00,1158.14,1248.42,0.00,3213.75,,,,6179.69
"Dallas/Ft. Worth",Weekly,"2021-01-17 00:00:00",Organic,1.421245589,52327.27,3869.31,154.78,2048.88,30001.04,,,,16253.27
Denver,Weekly,"2021-01-17 00:00:00",Organic,1.379514377,39145.60,3570.17,697.15,0.00,11434.11,,,,23444.17
Detroit,Weekly,"2021-01-17 00:00:00",Organic,1.499984683,17571.41,495.48,2308.64,0.00,5492.76,,,,9274.52
"Grand Rapids",Weekly,"2021-01-17 00:00:00",Organic,1.376880687,6040.39,28.38,1013.35,0.00,4998.66,,,,0.00
Harrisburg/Scranton,Weekly,"2021-01-17 00:00:00",Organic,1.254319918,20455.43,772.47,518.18,0.00,19122.52,,,,42.26
Hartford/Springfield,Weekly,"2021-01-17 00:00:00",Organic,1.956796027,19749.51,1276.26,6551.16,0.00,11702.93,,,,219.17
Houston,Weekly,"2021-01-17 00:00:00",Organic,1.640973286,14659.90,4772.24,4.07,0.00,3620.66,,,,6262.94
Indianapolis,Weekly,"2021-01-17 00:00:00",Organic,1.411871980,10474.25,152.33,1118.86,0.00,4200.95,,,,5002.11
Jacksonville,Weekly,"2021-01-17 00:00:00",Organic,1.151109486,11190.01,59.70,196.94,0.00,10882.10,,,,51.27
"Las Vegas",Weekly,"2021-01-17 00:00:00",Organic,1.556179267,17441.05,844.49,492.26,0.00,6957.43,,,,9146.87
"Los Angeles",Weekly,"2021-01-17 00:00:00",Organic,1.779607994,144942.18,9178.99,2518.91,5.60,46703.08,,,,86535.60
Louisville,Weekly,"2021-01-17 00:00:00",Organic,1.958620787,5687.24,0.94,711.87,0.00,1288.89,,,,3685.54
"Miami/Ft. Lauderdale",Weekly,"2021-01-17 00:00:00",Organic,1.020047607,47947.07,252.56,5.68,0.00,46395.88,,,,1292.95
Nashville,Weekly,"2021-01-17 00:00:00",Organic,1.588601988,16600.04,33.14,1359.13,0.00,7454.41,,,,7753.35
"Northern New England",Weekly,"2021-01-17 00:00:00",Organic,1.818500218,17579.59,82.85,599.30,0.00,14863.61,,,,2033.82
"New Orleans/Mobile",Weekly,"2021-01-17 00:00:00",Organic,1.003013776,12663.82,27.86,0.00,0.00,12120.62,,,,515.34
"New York",Weekly,"2021-01-17 00:00:00",Organic,1.568892971,140801.07,19443.48,11542.82,10.52,100337.61,,,,9466.64
Orlando,Weekly,"2021-01-17 00:00:00",Organic,1.028691702,29671.64,111.88,0.00,0.00,29322.45,,,,237.30
Peoria/Springfield,Weekly,"2021-01-17 00:00:00",Organic,1.525268074,3838.56,8.51,521.74,0.00,2365.86,,,,942.46
Philadelphia,Weekly,"2021-01-17 00:00:00",Organic,1.572146029,34363.79,3249.33,3056.81,0.00,23943.50,,,,4114.15
Phoenix/Tucson,Weekly,"2021-01-17 00:00:00",Organic,1.298599179,37770.22,3626.73,5387.86,0.00,18478.56,,,,10277.08
Pittsburgh,Weekly,"2021-01-17 00:00:00",Organic,1.284031468,13639.90,3116.34,0.00,0.00,9092.77,,,,1430.79
Portland,Weekly,"2021-01-17 00:00:00",Organic,1.602377708,46232.76,1040.21,8458.55,0.00,5667.38,,,,31066.62
Providence,Weekly,"2021-01-17 00:00:00",Organic,1.958098126,4403.97,22.53,10.41,0.00,4371.03,,,,0.00
Raleigh/Greensboro,Weekly,"2021-01-17 00:00:00",Organic,1.473325132,24791.58,735.75,3247.92,69.40,10255.57,,,,10482.93
Richmond/Norfolk,Weekly,"2021-01-17 00:00:00",Organic,1.117262871,32410.42,38.55,1537.34,2.19,22788.84,,,,8043.50
Roanoke,Weekly,"2021-01-17 00:00:00",Organic,1.266826100,13959.49,35.60,1423.14,0.00,8340.79,,,,4159.96
Sacramento,Weekly,"2021-01-17 00:00:00",Organic,1.748557589,22953.08,2752.06,2334.66,0.00,14456.15,,,,3410.21
"San Diego",Weekly,"2021-01-17 00:00:00",Organic,1.854992394,37016.85,1338.58,1212.88,0.00,15872.23,,,,18593.17
"San Francisco",Weekly,"2021-01-17 00:00:00",Organic,1.850885280,82736.87,2922.43,5402.09,1.34,51469.39,,,,22941.62
Seattle,Weekly,"2021-01-17 00:00:00",Organic,1.706173845,84780.05,889.00,13138.42,5.62,15748.20,,,,54998.81
"South Carolina",Weekly,"2021-01-17 00:00:00",Organic,1.396349292,27374.49,731.62,2135.01,101.61,17161.66,,,,7244.59
Spokane,Weekly,"2021-01-17 00:00:00",Organic,1.874465706,4148.08,121.10,775.71,0.00,843.41,,,,2407.86
"St. Louis",Weekly,"2021-01-17 00:00:00",Organic,1.774625696,6984.79,821.73,1086.16,0.00,3972.44,,,,1104.47
Syracuse,Weekly,"2021-01-17 00:00:00",Organic,1.645952565,4415.32,250.21,134.46,0.00,3925.31,,,,105.34
Tampa,Weekly,"2021-01-17 00:00:00",Organic,0.895520596,29013.62,111.40,0.00,0.00,28718.47,,,,183.75
Toledo,Weekly,"2021-01-17 00:00:00",Organic,1.529471315,4838.53,82.90,640.85,0.00,1693.95,,,,2420.83
"West Tex/New Mexico",Weekly,"2021-01-17 00:00:00",Organic,1.334101130,45994.53,1657.74,1530.05,9689.33,24309.21,,,,8808.21
Wichita,Weekly,"2021-01-17 00:00:00",Organic,1.380135565,3402.93,396.38,19.65,0.00,991.33,,,,1995.56
California,Weekly,"2021-01-17 00:00:00",Organic,1.813524861,350705.52,20920.77,17706.92,8.43,159852.59,,,,152216.80
"Great Lakes",Weekly,"2021-01-17 00:00:00",Organic,1.569606691,172884.83,7469.16,17181.35,0.00,73735.24,,,,74499.08
Midsouth,Weekly,"2021-01-17 00:00:00",Organic,1.376553822,267346.14,2634.66,22515.93,146.80,169822.80,,,,72225.95
Northeast,Weekly,"2021-01-17 00:00:00",Organic,1.610486115,340200.93,33136.97,27767.08,20.80,259662.15,,,,19613.93
Plains,Weekly,"2021-01-17 00:00:00",Organic,1.328390594,52457.77,7155.38,2473.25,27.55,36182.94,,,,6618.63
"South Central",Weekly,"2021-01-17 00:00:00",Organic,1.352525219,158593.98,12015.99,2021.40,10566.11,102102.44,,,,31888.03
Southeast,Weekly,"2021-01-17 00:00:00",Organic,1.174458514,249494.73,1648.83,7681.34,116.67,206958.24,,,,33089.65
West,Weekly,"2021-01-17 00:00:00",Organic,1.518589658,359180.83,18722.19,39909.52,4467.88,110201.52,,,,185879.73
"Total U.S.",Weekly,"2021-01-17 00:00:00",Organic,1.510066697,1950864.73,103703.96,137256.79,15354.24,1118517.93,,,,576031.80
Albany,Weekly,"2021-01-24 00:00:00",Conventional,0.968429118,172345.43,8621.91,135321.63,48.65,23497.48,,,,4855.76
Atlanta,Weekly,"2021-01-24 00:00:00",Conventional,0.849994465,817534.74,314353.22,34990.84,46.92,205439.73,,,,262704.03
Baltimore/Washington,Weekly,"2021-01-24 00:00:00",Conventional,1.160371186,1054819.01,221628.58,292342.95,4611.64,390518.98,,,,145716.86
Birmingham/Montgomery,Weekly,"2021-01-24 00:00:00",Conventional,0.820706565,361885.66,171587.84,10088.06,18.75,108360.93,,,,71830.08
Boise,Weekly,"2021-01-24 00:00:00",Conventional,0.933053779,151092.40,37692.03,10318.89,970.73,29382.35,,,,72728.41
Boston,Weekly,"2021-01-24 00:00:00",Conventional,1.263357786,718288.58,17071.62,420881.03,112.82,192627.05,,,,87596.06
Buffalo/Rochester,Weekly,"2021-01-24 00:00:00",Conventional,1.005807155,224557.15,35674.49,62397.80,2297.54,119059.12,,,,5128.20
Charlotte,Weekly,"2021-01-24 00:00:00",Conventional,1.013604023,374499.49,162391.41,55343.26,5333.09,119544.11,,,,31887.62
Chicago,Weekly,"2021-01-24 00:00:00",Conventional,1.018505232,1091638.53,128120.13,211901.75,37121.78,245220.56,,,,469274.30
Cincinnati/Dayton,Weekly,"2021-01-24 00:00:00",Conventional,0.885082933,333641.48,46057.36,74877.09,1832.99,33149.39,,,,177724.65
Columbus,Weekly,"2021-01-24 00:00:00",Conventional,0.905111077,282189.60,47944.59,56449.76,440.23,44952.58,,,,132402.44
"Dallas/Ft. Worth",Weekly,"2021-01-24 00:00:00",Conventional,0.683687505,1646643.50,557287.94,184557.30,11426.12,454591.44,,,,438780.70
Denver,Weekly,"2021-01-24 00:00:00",Conventional,0.933468016,1077420.74,191985.22,108264.66,2921.53,281556.26,,,,492693.07
Detroit,Weekly,"2021-01-24 00:00:00",Conventional,0.918724501,602853.22,80963.87,105654.82,121285.08,94301.75,,,,200647.69
"Grand Rapids",Weekly,"2021-01-24 00:00:00",Conventional,1.028045147,261802.22,15229.32,68590.29,122261.30,33820.74,,,,21900.56
Harrisburg/Scranton,Weekly,"2021-01-24 00:00:00",Conventional,1.000471234,415029.09,145959.08,116116.36,170.99,141230.20,,,,11552.46
Hartford/Springfield,Weekly,"2021-01-24 00:00:00",Conventional,1.111987382,443366.70,11821.66,330221.77,164.23,97813.71,,,,3345.33
Houston,Weekly,"2021-01-24 00:00:00",Conventional,0.683369310,1321078.61,492945.11,281490.91,2616.69,201651.30,,,,342374.60
Indianapolis,Weekly,"2021-01-24 00:00:00",Conventional,0.850260452,295691.92,51589.81,84646.82,1104.54,59228.77,,,,99121.98
Jacksonville,Weekly,"2021-01-24 00:00:00",Conventional,0.858871779,254833.66,113139.06,10263.17,117.89,70955.09,,,,60358.45
"Las Vegas",Weekly,"2021-01-24 00:00:00",Conventional,0.859932703,439424.11,65113.47,37705.59,783.24,133415.01,,,,202406.80
"Los Angeles",Weekly,"2021-01-24 00:00:00",Conventional,1.139917833,3153382.87,770583.32,65071.18,157008.17,691639.88,,,,1469080.32
Louisville,Weekly,"2021-01-24 00:00:00",Conventional,0.890791769,155504.11,24134.59,28201.36,37.92,34621.98,,,,68508.27
"Miami/Ft. Lauderdale",Weekly,"2021-01-24 00:00:00",Conventional,0.853953150,1116393.95,520644.72,41075.70,78.49,295616.46,,,,258978.57
