Product Category,Units,Week Ending,Geography,Type,ASP
PLU 4225,151841.8,5/15/2022,Southeast,Conventional,1.485182114
PLU 4770,23639.56,5/15/2022,Southeast,Conventional,1.485182114
Bulk GTIN,929356.13,5/15/2022,Southeast,Conventional,1.485182114
Bagged,923571.03,5/15/2022,Southeast,Conventional,1.485182114
PLU 4046,2073593.69,5/15/2022,Southeast,Conventional,1.485182114
PLU 4225,144624.09,5/8/2022,Southeast,Conventional,1.471889163
PLU 4770,23746.47,5/8/2022,Southeast,Conventional,1.471889163
Bulk GTIN,1084712.21,5/8/2022,Southeast,Conventional,1.471889163
Bagged,1065145.2,5/8/2022,Southeast,Conventional,1.471889163
PLU 4046,2159208.98,5/8/2022,Southeast,Conventional,1.471889163
PLU 4225,177380.92,5/1/2022,Southeast,Conventional,1.297409515
PLU 4770,1505.24,5/1/2022,Southeast,Conventional,1.297409515
Bulk GTIN,1640072.53,5/1/2022,Southeast,Conventional,1.297409515
Bagged,1186660.28,5/1/2022,Southeast,Conventional,1.297409515
PLU 4046,2836298.81,5/1/2022,Southeast,Conventional,1.297409515
PLU 4225,151978.4,4/24/2022,Southeast,Conventional,1.479925484
PLU 4770,2273.35,4/24/2022,Southeast,Conventional,1.479925484
Bulk GTIN,1120991.74,4/24/2022,Southeast,Conventional,1.479925484
Bagged,1085812.54,4/24/2022,Southeast,Conventional,1.479925484
PLU 4046,1920467.27,4/24/2022,Southeast,Conventional,1.479925484
PLU 4225,396131.91,5/15/2022,West,Conventional,1.546668762
PLU 4770,35154,5/15/2022,West,Conventional,1.546668762
Bulk GTIN,2715703.48,5/15/2022,West,Conventional,1.546668762
Bagged,1195850.11,5/15/2022,West,Conventional,1.546668762
PLU 4046,1282486.75,5/15/2022,West,Conventional,1.546668762
PLU 4225,509792.55,5/8/2022,West,Conventional,1.472109725
PLU 4770,41601.95,5/8/2022,West,Conventional,1.472109725
Bulk GTIN,3107000.42,5/8/2022,West,Conventional,1.472109725
Bagged,1448806.55,5/8/2022,West,Conventional,1.472109725
PLU 4046,1410483.02,5/8/2022,West,Conventional,1.472109725
PLU 4225,507867.95,5/1/2022,West,Conventional,1.456067716
PLU 4770,19176.4,5/1/2022,West,Conventional,1.456067716
Bulk GTIN,3567670.33,5/1/2022,West,Conventional,1.456067716
Bagged,1340971.9,5/1/2022,West,Conventional,1.456067716
PLU 4046,1468871.86,5/1/2022,West,Conventional,1.456067716
PLU 4225,389887.21,4/24/2022,West,Conventional,1.52294907
PLU 4770,18131.74,4/24/2022,West,Conventional,1.52294907
Bulk GTIN,2534070.69,4/24/2022,West,Conventional,1.52294907
Bagged,1380571,4/24/2022,West,Conventional,1.52294907
PLU 4046,1217106.49,4/24/2022,West,Conventional,1.52294907
PLU 4225,15652.59,5/15/2022,California,Organic,2.1005102
PLU 4770,2.94,5/15/2022,California,Organic,2.1005102
Bulk GTIN,117429.24,5/15/2022,California,Organic,2.1005102
Bagged,155519.34,5/15/2022,California,Organic,2.1005102
PLU 4046,16654.45,5/15/2022,California,Organic,2.1005102
PLU 4225,14843.18,5/8/2022,California,Organic,2.140826969
PLU 4770,0,5/8/2022,California,Organic,2.140826969
Bulk GTIN,129300.96,5/8/2022,California,Organic,2.140826969
Bagged,138305.09,5/8/2022,California,Organic,2.140826969
PLU 4046,17629.82,5/8/2022,California,Organic,2.140826969
PLU 4225,16817.75,5/1/2022,California,Organic,2.160491075
PLU 4770,0,5/1/2022,California,Organic,2.160491075
Bulk GTIN,132202.57,5/1/2022,California,Organic,2.160491075
Bagged,127907.99,5/1/2022,California,Organic,2.160491075
PLU 4046,17999.59,5/1/2022,California,Organic,2.160491075
PLU 4225,16225.94,4/24/2022,California,Organic,2.128117599
PLU 4770,0,4/24/2022,California,Organic,2.128117599
Bulk GTIN,117070.88,4/24/2022,California,Organic,2.128117599
Bagged,113842.05,4/24/2022,California,Organic,2.128117599
PLU 4046,18209.48,4/24/2022,California,Organic,2.128117599
PLU 4225,12152.95,5/15/2022,Great Lakes,Organic,1.972553547
PLU 4770,0,5/15/2022,Great Lakes,Organic,1.972553547
Bulk GTIN,41361.33,5/15/2022,Great Lakes,Organic,1.972553547
Bagged,95690.63,5/15/2022,Great Lakes,Organic,1.972553547
PLU 4046,2589.57,5/15/2022,Great Lakes,Organic,1.972553547
PLU 4225,12458.18,5/8/2022,Great Lakes,Organic,1.872976768
PLU 4770,0,5/8/2022,Great Lakes,Organic,1.872976768
Bulk GTIN,43716.36,5/8/2022,Great Lakes,Organic,1.872976768
Bagged,97179.53,5/8/2022,Great Lakes,Organic,1.872976768
PLU 4046,3126.86,5/8/2022,Great Lakes,Organic,1.872976768
PLU 4225,13190.18,5/1/2022,Great Lakes,Organic,2.017315044
PLU 4770,0,5/1/2022,Great Lakes,Organic,2.017315044
Bulk GTIN,54666.14,5/1/2022,Great Lakes,Organic,2.017315044
Bagged,66791.06,5/1/2022,Great Lakes,Organic,2.017315044
PLU 4046,4617.54,5/1/2022,Great Lakes,Organic,2.017315044
PLU 4225,11290.63,4/24/2022,Great Lakes,Organic,1.99153478
PLU 4770,0,4/24/2022,Great Lakes,Organic,1.99153478
Bulk GTIN,55039.86,4/24/2022,Great Lakes,Organic,1.99153478
Bagged,71757.85,4/24/2022,Great Lakes,Organic,1.99153478
PLU 4046,3202.49,4/24/2022,Great Lakes,Organic,1.99153478
PLU 4225,19268.34,5/15/2022,Midsouth,Organic,1.891661697
PLU 4770,59.19,5/15/2022,Midsouth,Organic,1.891661697
Bulk GTIN,23470.07,5/15/2022,Midsouth,Organic,1.891661697
Bagged,170314.44,5/15/2022,Midsouth,Organic,1.891661697
PLU 4046,1567.88,5/15/2022,Midsouth,Organic,1.891661697
PLU 4225,18312.58,5/8/2022,Midsouth,Organic,1.904468651
PLU 4770,49.42,5/8/2022,Midsouth,Organic,1.904468651
Bulk GTIN,27682.1,5/8/2022,Midsouth,Organic,1.904468651
Bagged,163421.19,5/8/2022,Midsouth,Organic,1.904468651
PLU 4046,1790.44,5/8/2022,Midsouth,Organic,1.904468651
PLU 4225,18792.09,5/1/2022,Midsouth,Organic,1.984500528
PLU 4770,70.01,5/1/2022,Midsouth,Organic,1.984500528
Bulk GTIN,27252.06,5/1/2022,Midsouth,Organic,1.984500528
Bagged,129861.28,5/1/2022,Midsouth,Organic,1.984500528
PLU 4046,1799.48,5/1/2022,Midsouth,Organic,1.984500528
PLU 4225,18546.7,4/24/2022,Midsouth,Organic,1.8424073
PLU 4770,208.94,4/24/2022,Midsouth,Organic,1.8424073
Bulk GTIN,27914.68,4/24/2022,Midsouth,Organic,1.8424073
Bagged,163215.55,4/24/2022,Midsouth,Organic,1.8424073
PLU 4046,3340.81,4/24/2022,Midsouth,Organic,1.8424073
PLU 4225,9876.98,5/15/2022,Northeast,Organic,1.921468682
PLU 4770,6.61,5/15/2022,Northeast,Organic,1.921468682
Bulk GTIN,12654.29,5/15/2022,Northeast,Organic,1.921468682
Bagged,215667.98,5/15/2022,Northeast,Organic,1.921468682
PLU 4046,14820.62,5/15/2022,Northeast,Organic,1.921468682
PLU 4225,11879.23,5/8/2022,Northeast,Organic,1.891883261
PLU 4770,3.19,5/8/2022,Northeast,Organic,1.891883261
Bulk GTIN,14266.02,5/8/2022,Northeast,Organic,1.891883261
Bagged,238499.37,5/8/2022,Northeast,Organic,1.891883261
PLU 4046,15887.11,5/8/2022,Northeast,Organic,1.891883261
PLU 4225,14625,5/1/2022,Northeast,Organic,1.91727154
PLU 4770,22.6,5/1/2022,Northeast,Organic,1.91727154
Bulk GTIN,15366.23,5/1/2022,Northeast,Organic,1.91727154
Bagged,220992.7,5/1/2022,Northeast,Organic,1.91727154
PLU 4046,14513.93,5/1/2022,Northeast,Organic,1.91727154
PLU 4225,10902.45,4/24/2022,Northeast,Organic,1.980931907
PLU 4770,0,4/24/2022,Northeast,Organic,1.980931907
Bulk GTIN,13732.99,4/24/2022,Northeast,Organic,1.980931907
Bagged,182990.18,4/24/2022,Northeast,Organic,1.980931907
PLU 4046,12525.99,4/24/2022,Northeast,Organic,1.980931907
PLU 4225,1268.74,5/15/2022,Plains,Organic,1.991358495
PLU 4770,1.84,5/15/2022,Plains,Organic,1.991358495
Bulk GTIN,6317.13,5/15/2022,Plains,Organic,1.991358495
Bagged,46198.92,5/15/2022,Plains,Organic,1.991358495
PLU 4046,7658.46,5/15/2022,Plains,Organic,1.991358495
PLU 4225,1910.28,5/8/2022,Plains,Organic,2.037631131
PLU 4770,0,5/8/2022,Plains,Organic,2.037631131
Bulk GTIN,5634.09,5/8/2022,Plains,Organic,2.037631131
Bagged,38402.54,5/8/2022,Plains,Organic,2.037631131
PLU 4046,7872.69,5/8/2022,Plains,Organic,2.037631131
PLU 4225,2152.36,5/1/2022,Plains,Organic,2.093920755
PLU 4770,0,5/1/2022,Plains,Organic,2.093920755
Bulk GTIN,5435.24,5/1/2022,Plains,Organic,2.093920755
Bagged,30658.83,5/1/2022,Plains,Organic,2.093920755
PLU 4046,8048.25,5/1/2022,Plains,Organic,2.093920755
PLU 4225,2420.34,4/24/2022,Plains,Organic,1.924262256
PLU 4770,0,4/24/2022,Plains,Organic,1.924262256
Bulk GTIN,5766.87,4/24/2022,Plains,Organic,1.924262256
Bagged,34506.08,4/24/2022,Plains,Organic,1.924262256
PLU 4046,8008.14,4/24/2022,Plains,Organic,1.924262256
PLU 4225,4716.71,5/15/2022,South Central,Organic,1.921052583
PLU 4770,0,5/15/2022,South Central,Organic,1.921052583
Bulk GTIN,18101.96,5/15/2022,South Central,Organic,1.921052583
Bagged,92891.43,5/15/2022,South Central,Organic,1.921052583
PLU 4046,38051.51,5/15/2022,South Central,Organic,1.921052583
PLU 4225,2707.62,5/8/2022,South Central,Organic,1.842084183
PLU 4770,0,5/8/2022,South Central,Organic,1.842084183
Bulk GTIN,17237.84,5/8/2022,South Central,Organic,1.842084183
Bagged,83535.72,5/8/2022,South Central,Organic,1.842084183
PLU 4046,18264.45,5/8/2022,South Central,Organic,1.842084183
PLU 4225,14166.81,5/1/2022,South Central,Organic,1.932480726
PLU 4770,0,5/1/2022,South Central,Organic,1.932480726
Bulk GTIN,15402.97,5/1/2022,South Central,Organic,1.932480726
Bagged,67332.3,5/1/2022,South Central,Organic,1.932480726
PLU 4046,15871.06,5/1/2022,South Central,Organic,1.932480726
PLU 4225,4640.38,4/24/2022,South Central,Organic,1.66902508
PLU 4770,0,4/24/2022,South Central,Organic,1.66902508
Bulk GTIN,19561.53,4/24/2022,South Central,Organic,1.66902508
Bagged,99123.66,4/24/2022,South Central,Organic,1.66902508
PLU 4046,16549.19,4/24/2022,South Central,Organic,1.66902508
PLU 4225,6576.89,5/15/2022,Southeast,Organic,1.334809001
PLU 4770,52.56,5/15/2022,Southeast,Organic,1.334809001
Bulk GTIN,91640.43,5/15/2022,Southeast,Organic,1.334809001
Bagged,462208.15,5/15/2022,Southeast,Organic,1.334809001
PLU 4046,1692.25,5/15/2022,Southeast,Organic,1.334809001
PLU 4225,6852.18,5/8/2022,Southeast,Organic,1.295729203
PLU 4770,11.9,5/8/2022,Southeast,Organic,1.295729203
Bulk GTIN,74423.02,5/8/2022,Southeast,Organic,1.295729203
Bagged,478055.53,5/8/2022,Southeast,Organic,1.295729203
PLU 4046,1780.74,5/8/2022,Southeast,Organic,1.295729203
PLU 4225,9899.54,5/1/2022,Southeast,Organic,1.273306522
PLU 4770,12.07,5/1/2022,Southeast,Organic,1.273306522
Bulk GTIN,60984.17,5/1/2022,Southeast,Organic,1.273306522
Bagged,361840.32,5/1/2022,Southeast,Organic,1.273306522
PLU 4046,1878.35,5/1/2022,Southeast,Organic,1.273306522
PLU 4225,9931.35,4/24/2022,Southeast,Organic,1.321638516
PLU 4770,106.19,4/24/2022,Southeast,Organic,1.321638516
Bulk GTIN,94485.8,4/24/2022,Southeast,Organic,1.321638516
Bagged,478964.66,4/24/2022,Southeast,Organic,1.321638516
PLU 4046,3822.94,4/24/2022,Southeast,Organic,1.321638516
PLU 4225,18774.86,5/15/2022,West,Organic,2.255119761
PLU 4770,8.2,5/15/2022,West,Organic,2.255119761
Bulk GTIN,138771.09,5/15/2022,West,Organic,2.255119761
Bagged,89663.47,5/15/2022,West,Organic,2.255119761
PLU 4046,14944.26,5/15/2022,West,Organic,2.255119761
PLU 4225,20246.94,5/8/2022,West,Organic,2.058859113
PLU 4770,3.48,5/8/2022,West,Organic,2.058859113
Bulk GTIN,196307.25,5/8/2022,West,Organic,2.058859113
Bagged,91340.88,5/8/2022,West,Organic,2.058859113
PLU 4046,12995.03,5/8/2022,West,Organic,2.058859113
PLU 4225,17381.07,5/1/2022,West,Organic,1.995353137
PLU 4770,19.46,5/1/2022,West,Organic,1.995353137
Bulk GTIN,176551.01,5/1/2022,West,Organic,1.995353137
Bagged,77989.3,5/1/2022,West,Organic,1.995353137
PLU 4046,12940.88,5/1/2022,West,Organic,1.995353137
PLU 4225,15193.53,4/24/2022,West,Organic,2.144223673
PLU 4770,13.62,4/24/2022,West,Organic,2.144223673
Bulk GTIN,145011.91,4/24/2022,West,Organic,2.144223673
Bagged,84404.63,4/24/2022,West,Organic,2.144223673
PLU 4046,20183.36,4/24/2022,West,Organic,2.144223673
PLU 4225,431540.57,6/12/2022,California,Conventional,1.655019986
PLU 4770,71206.29,6/12/2022,California,Conventional,1.655019986
Bulk GTIN,2074320.91,6/12/2022,California,Conventional,1.655019986
Bagged,1249437.54,6/12/2022,California,Conventional,1.655019986
PLU 4046,1376666.9,6/12/2022,California,Conventional,1.655019986
PLU 4225,365321.72,6/5/2022,California,Conventional,1.619588564
PLU 4770,49831.65,6/5/2022,California,Conventional,1.619588564
Bulk GTIN,2316347.35,6/5/2022,California,Conventional,1.619588564
Bagged,1181331.79,6/5/2022,California,Conventional,1.619588564
PLU 4046,1516593.92,6/5/2022,California,Conventional,1.619588564
PLU 4225,366976.63,5/29/2022,California,Conventional,1.634970327
PLU 4770,57778.53,5/29/2022,California,Conventional,1.634970327
Bulk GTIN,2138080.38,5/29/2022,California,Conventional,1.634970327
Bagged,1205909.91,5/29/2022,California,Conventional,1.634970327
PLU 4046,1377562.21,5/29/2022,California,Conventional,1.634970327
PLU 4225,352899.26,5/22/2022,California,Conventional,1.650771817
PLU 4770,94646.47,5/22/2022,California,Conventional,1.650771817
Bulk GTIN,2031105.78,5/22/2022,California,Conventional,1.650771817
Bagged,1239255.4,5/22/2022,California,Conventional,1.650771817
PLU 4046,1277927.87,5/22/2022,California,Conventional,1.650771817
PLU 4225,441419.66,6/12/2022,Great Lakes,Conventional,1.462407349
PLU 4770,47996.17,6/12/2022,Great Lakes,Conventional,1.462407349
Bulk GTIN,1591442,6/12/2022,Great Lakes,Conventional,1.462407349
Bagged,815228.35,6/12/2022,Great Lakes,Conventional,1.462407349
PLU 4046,1151360.68,6/12/2022,Great Lakes,Conventional,1.462407349
PLU 4225,389344.98,6/5/2022,Great Lakes,Conventional,1.565893435
PLU 4770,43307.82,6/5/2022,Great Lakes,Conventional,1.565893435
Bulk GTIN,1210474.38,6/5/2022,Great Lakes,Conventional,1.565893435
Bagged,990073.31,6/5/2022,Great Lakes,Conventional,1.565893435
PLU 4046,985149.46,6/5/2022,Great Lakes,Conventional,1.565893435
PLU 4225,498708.54,5/29/2022,Great Lakes,Conventional,1.613722435
PLU 4770,61285.5,5/29/2022,Great Lakes,Conventional,1.613722435
Bulk GTIN,1343909.16,5/29/2022,Great Lakes,Conventional,1.613722435
Bagged,830992.99,5/29/2022,Great Lakes,Conventional,1.613722435
PLU 4046,966112.76,5/29/2022,Great Lakes,Conventional,1.613722435
PLU 4225,373047.13,5/22/2022,Great Lakes,Conventional,1.606862936
PLU 4770,51949.4,5/22/2022,Great Lakes,Conventional,1.606862936
Bulk GTIN,1197828.98,5/22/2022,Great Lakes,Conventional,1.606862936
Bagged,833087.71,5/22/2022,Great Lakes,Conventional,1.606862936
PLU 4046,908156.14,5/22/2022,Great Lakes,Conventional,1.606862936
PLU 4225,532080.92,6/12/2022,Midsouth,Conventional,1.46469911
PLU 4770,6703.68,6/12/2022,Midsouth,Conventional,1.46469911
Bulk GTIN,614339.9,6/12/2022,Midsouth,Conventional,1.46469911
Bagged,1099001.22,6/12/2022,Midsouth,Conventional,1.46469911
PLU 4046,1304262.44,6/12/2022,Midsouth,Conventional,1.46469911
PLU 4225,489369.16,6/5/2022,Midsouth,Conventional,1.516887616
PLU 4770,7380.42,6/5/2022,Midsouth,Conventional,1.516887616
Bulk GTIN,726553.08,6/5/2022,Midsouth,Conventional,1.516887616
Bagged,1177701.04,6/5/2022,Midsouth,Conventional,1.516887616
PLU 4046,1279597.85,6/5/2022,Midsouth,Conventional,1.516887616
PLU 4225,494067.6,5/29/2022,Midsouth,Conventional,1.574197154
PLU 4770,7189.1,5/29/2022,Midsouth,Conventional,1.574197154
Bulk GTIN,550539.14,5/29/2022,Midsouth,Conventional,1.574197154
Bagged,1174154.63,5/29/2022,Midsouth,Conventional,1.574197154
PLU 4046,1342132.52,5/29/2022,Midsouth,Conventional,1.574197154
PLU 4225,459256.89,5/22/2022,Midsouth,Conventional,1.555002923
PLU 4770,9624.63,5/22/2022,Midsouth,Conventional,1.555002923
Bulk GTIN,536180.39,5/22/2022,Midsouth,Conventional,1.555002923
Bagged,1221090.86,5/22/2022,Midsouth,Conventional,1.555002923
PLU 4046,1275759.25,5/22/2022,Midsouth,Conventional,1.555002923
PLU 4225,1720572.04,6/12/2022,Northeast,Conventional,1.601184969
PLU 4770,6536.14,6/12/2022,Northeast,Conventional,1.601184969
Bulk GTIN,234012.7,6/12/2022,Northeast,Conventional,1.601184969
Bagged,1519214.23,6/12/2022,Northeast,Conventional,1.601184969
PLU 4046,962427.29,6/12/2022,Northeast,Conventional,1.601184969
PLU 4225,2781551.66,6/5/2022,Northeast,Conventional,1.502196178
PLU 4770,4995.44,6/5/2022,Northeast,Conventional,1.502196178
Bulk GTIN,317654.68,6/5/2022,Northeast,Conventional,1.502196178
Bagged,1322960.8,6/5/2022,Northeast,Conventional,1.502196178
PLU 4046,1256108.37,6/5/2022,Northeast,Conventional,1.502196178
PLU 4225,1817101.16,5/29/2022,Northeast,Conventional,1.690116097
PLU 4770,3301.92,5/29/2022,Northeast,Conventional,1.690116097
Bulk GTIN,260798.84,5/29/2022,Northeast,Conventional,1.690116097
Bagged,1363461.24,5/29/2022,Northeast,Conventional,1.690116097
PLU 4046,1257008.26,5/29/2022,Northeast,Conventional,1.690116097
PLU 4225,1799237.34,5/22/2022,Northeast,Conventional,1.687503399
PLU 4770,8185.34,5/22/2022,Northeast,Conventional,1.687503399
Bulk GTIN,285617.39,5/22/2022,Northeast,Conventional,1.687503399
Bagged,1402573.31,5/22/2022,Northeast,Conventional,1.687503399
PLU 4046,1261041.58,5/22/2022,Northeast,Conventional,1.687503399
PLU 4225,265180.08,6/12/2022,Plains,Conventional,1.536498116
PLU 4770,1169.4,6/12/2022,Plains,Conventional,1.536498116
Bulk GTIN,386862.63,6/12/2022,Plains,Conventional,1.536498116
Bagged,494399.13,6/12/2022,Plains,Conventional,1.536498116
PLU 4046,655080.76,6/12/2022,Plains,Conventional,1.536498116
PLU 4225,278399.41,6/5/2022,Plains,Conventional,1.575023181
PLU 4770,675.45,6/5/2022,Plains,Conventional,1.575023181
Bulk GTIN,350837.29,6/5/2022,Plains,Conventional,1.575023181
Bagged,471589.75,6/5/2022,Plains,Conventional,1.575023181
PLU 4046,662763.06,6/5/2022,Plains,Conventional,1.575023181
PLU 4225,279436.62,5/29/2022,Plains,Conventional,1.601629371
PLU 4770,975.37,5/29/2022,Plains,Conventional,1.601629371
Bulk GTIN,342126.84,5/29/2022,Plains,Conventional,1.601629371
Bagged,479717.17,5/29/2022,Plains,Conventional,1.601629371
PLU 4046,599525.57,5/29/2022,Plains,Conventional,1.601629371
PLU 4225,256339.05,5/22/2022,Plains,Conventional,1.586195447
PLU 4770,7403.4,5/22/2022,Plains,Conventional,1.586195447
Bulk GTIN,353818.69,5/22/2022,Plains,Conventional,1.586195447
Bagged,494282.92,5/22/2022,Plains,Conventional,1.586195447
PLU 4046,574926.63,5/22/2022,Plains,Conventional,1.586195447
PLU 4225,372233.56,6/12/2022,South Central,Conventional,1.307688595
PLU 4770,31280.74,6/12/2022,South Central,Conventional,1.307688595
Bulk GTIN,1136409.78,6/12/2022,South Central,Conventional,1.307688595
Bagged,1146945.68,6/12/2022,South Central,Conventional,1.307688595
PLU 4046,1554132.59,6/12/2022,South Central,Conventional,1.307688595
PLU 4225,362807.07,6/5/2022,South Central,Conventional,1.30470927
PLU 4770,30445.97,6/5/2022,South Central,Conventional,1.30470927
Bulk GTIN,1149801.07,6/5/2022,South Central,Conventional,1.30470927
Bagged,1069451.29,6/5/2022,South Central,Conventional,1.30470927
PLU 4046,1850460.03,6/5/2022,South Central,Conventional,1.30470927
PLU 4225,326340.37,5/29/2022,South Central,Conventional,1.365678793
PLU 4770,23236.09,5/29/2022,South Central,Conventional,1.365678793
Bulk GTIN,984113.03,5/29/2022,South Central,Conventional,1.365678793
Bagged,1055751.42,5/29/2022,South Central,Conventional,1.365678793
PLU 4046,1781952.13,5/29/2022,South Central,Conventional,1.365678793
PLU 4225,310644.55,5/22/2022,South Central,Conventional,1.340119826
PLU 4770,31391.29,5/22/2022,South Central,Conventional,1.340119826
Bulk GTIN,971583.03,5/22/2022,South Central,Conventional,1.340119826
Bagged,1142924.34,5/22/2022,South Central,Conventional,1.340119826
PLU 4046,1685733.94,5/22/2022,South Central,Conventional,1.340119826
PLU 4225,183415.91,6/12/2022,Southeast,Conventional,1.48439153
PLU 4770,865.27,6/12/2022,Southeast,Conventional,1.48439153
Bulk GTIN,1073621.77,6/12/2022,Southeast,Conventional,1.48439153
Bagged,1039062.1,6/12/2022,Southeast,Conventional,1.48439153
PLU 4046,2061264.83,6/12/2022,Southeast,Conventional,1.48439153
PLU 4225,153836.05,6/5/2022,Southeast,Conventional,1.502981687
PLU 4770,2286.48,6/5/2022,Southeast,Conventional,1.502981687
Bulk GTIN,1184708.52,6/5/2022,Southeast,Conventional,1.502981687
Bagged,994878.51,6/5/2022,Southeast,Conventional,1.502981687
PLU 4046,2142382.13,6/5/2022,Southeast,Conventional,1.502981687
PLU 4225,147336.82,5/29/2022,Southeast,Conventional,1.532229777
PLU 4770,1713.33,5/29/2022,Southeast,Conventional,1.532229777
Bulk GTIN,1081704.63,5/29/2022,Southeast,Conventional,1.532229777
Bagged,994588.27,5/29/2022,Southeast,Conventional,1.532229777
PLU 4046,2168175.57,5/29/2022,Southeast,Conventional,1.532229777
PLU 4225,153193.17,5/22/2022,Southeast,Conventional,1.517241828
PLU 4770,4344.32,5/22/2022,Southeast,Conventional,1.517241828
Bulk GTIN,1010920.54,5/22/2022,Southeast,Conventional,1.517241828
Bagged,1058201.47,5/22/2022,Southeast,Conventional,1.517241828
PLU 4046,2099357.85,5/22/2022,Southeast,Conventional,1.517241828
PLU 4225,483966.54,6/12/2022,West,Conventional,1.413109841
PLU 4770,15420.82,6/12/2022,West,Conventional,1.413109841
